-211	211	60-80	1.00195	0.100789
-321	321	60-80	0.971568	0.115552
-2212	2212	60-80	0.836996	0.096822
-3122	3122	60-80	0.827586	0.080211
-3312	3312	60-80	1.03279	0.111587
-321	-211	60-80	0.134769	0.014799
-2212	-211	60-80	0.0865124	0.00927151
3122	211	60-80	0.0330106	0.00332326
-3312	-211	60-80	0.00357867	0.000381029
