-211	211	60-80	1.002000	0.12036
-321	321	60-80	0.971558	0.129839
-2212	2212	60-80	0.836836	0.109623
-3122	3122	60-80	0.827586	0.0792413
-3312	3312	60-80	1.03279	0.111587
-321	-211	60-80	0.134678	0.0170734
-2212	-211	60-80	0.0864522	0.0107698
3122	211	60-80	0.0332074	0.00367175
-3312	-211	60-80	0.00359979	0.000418239
